genres,movie_title,num_voted_users,cast_total_facebook_likes,plot_keywords,movie_imdb_link,num_user_for_reviews,title_year,imdb_score
Comedy|Crime|Musical|Mystery,The Singing Detective ,7116,41645,detective|detective novel|fantasy sequence|hallucination|writer,http://www.imdb.com/title/tt0314676/?ref_=fn_tt_tt_1,79,2003,5.6
Drama|Romance|War,The Land Girls ,1591,1378,dorset|farm|friend|love|women's land army,http://www.imdb.com/title/tt0119494/?ref_=fn_tt_tt_1,27,1998,6.3
Comedy|Drama|Horror|Sci-Fi,Fido ,25055,786,decapitation|neighbor|neighborhood|next door neighbor|zombie,http://www.imdb.com/title/tt0457572/?ref_=fn_tt_tt_1,98,2006,6.8
Comedy|Drama|Romance,The Wendell Baker Story ,5159,9608,directorial debut|fantasy sequence|nurse|old age home|prison,http://www.imdb.com/title/tt0373445/?ref_=fn_tt_tt_1,27,2005,5.5
Action|Comedy|Crime,Wild Target ,29994,11770,apprentice|assassin|hitman|kleptomaniac|thief,http://www.imdb.com/title/tt1235189/?ref_=fn_tt_tt_1,86,2010,6.9
Crime|Horror|Thriller,Pathology ,26849,3185,corpse|dark humor|medical school|murder|pathology,http://www.imdb.com/title/tt0964539/?ref_=fn_tt_tt_1,107,2008,6
Drama|Romance,Wuthering Heights             ,6053,29196,abuse|love|moor the landscape|revenge|tv mini series,http://www.imdb.com/title/tt1238834/?ref_=fn_tt_tt_1,33,,7.7
Crime|Drama|Thriller,10th & Wolf ,5557,2512,desert storm|fbi|fbi agent|fragmentation grenade|woman kills attacker,http://www.imdb.com/title/tt0360323/?ref_=fn_tt_tt_1,34,2006,6.4
Comedy|Crime|Drama|Romance,Dear Wendy ,9003,2572,gang|gun|loner|love|outcast,http://www.imdb.com/title/tt0342272/?ref_=fn_tt_tt_1,58,2004,6.6
Drama,Aloft ,2103,326,,http://www.imdb.com/title/tt2494384/?ref_=fn_tt_tt_1,11,2014,5.3
Action|Animation|Sci-Fi,Akira ,106160,28,based on manga|biker gang|gifted child|post thermonuclear war|science runs amok,http://www.imdb.com/title/tt0094625/?ref_=fn_tt_tt_1,430,1988,8.1
Action|Crime|Thriller,The Death and Life of Bobby Z ,12078,37457,drug lord|on the run|prison|vegan|vegetarian,http://www.imdb.com/title/tt0473188/?ref_=fn_tt_tt_1,31,2007,5.9
Biography|Drama|Sport,The Rocket: The Legend of Rocket Richard ,4412,733,fan|french canadian|hockey|hockey player|machinist,http://www.imdb.com/title/tt0460505/?ref_=fn_tt_tt_1,31,2005,7.7
Action|Crime|Drama|Thriller,Swelter ,1965,33858,police officer killed|police officer shot in the chest|police officer shot in the forehead|police officer shot in the head|police shootout,http://www.imdb.com/title/tt2112277/?ref_=fn_tt_tt_1,24,2014,4.6
Action|Adventure|Comedy|Romance,My Lucky Star ,322,219,,http://www.imdb.com/title/tt2102502/?ref_=fn_tt_tt_1,2,2013,5.1
Comedy|Drama|Romance,Imagine Me & You ,23023,619,florist|friend|friendship|lesbian|love,http://www.imdb.com/title/tt0421994/?ref_=fn_tt_tt_1,149,2005,6.9
Drama,Mr. Church ,63,1546,,http://www.imdb.com/title/tt4196848/?ref_=fn_tt_tt_1,5,2016,8
Crime|Drama|Mystery|Thriller,Swimming Pool ,35065,1389,luberon|mystery writer|night|publisher|swimming,http://www.imdb.com/title/tt0324133/?ref_=fn_tt_tt_1,288,2003,6.8
Action|Drama,Green Street 3: Never Back Down ,3740,2284,bare breasts|firm|hooliganism|training|west ham supporter,http://www.imdb.com/title/tt2628316/?ref_=fn_tt_tt_1,13,2013,5.4
Action|Sci-Fi|Sport,The Blood of Heroes ,4792,1526,battle|blood splatter|combat|game|showdown,http://www.imdb.com/title/tt0094764/?ref_=fn_tt_tt_1,43,1989,6.5
Action,Code of Honor ,662,2741,gun|mayor|nightclub|police|vigilantism,http://www.imdb.com/title/tt4060866/?ref_=fn_tt_tt_1,14,2016,4.2
Comedy|Drama|Family,Driving Miss Daisy ,72324,12619,1950s|african american|jewish|old age|widow,http://www.imdb.com/title/tt0097239/?ref_=fn_tt_tt_1,134,1989,7.4
Comedy|Drama,Soul Food ,5275,4737,1990s|family relationships|food in title|sister|unity,http://www.imdb.com/title/tt0120169/?ref_=fn_tt_tt_1,30,1997,6.9
Action|Comedy,Rumble in the Bronx ,29843,407,fight|gang|greed|street gang|wedding,http://www.imdb.com/title/tt0113326/?ref_=fn_tt_tt_1,81,1995,6.7
Drama|War|Western,Far from Men ,4035,10218,algerian war|based on short story|hostage|teacher|title at the end,http://www.imdb.com/title/tt2936180/?ref_=fn_tt_tt_1,19,2014,7.3
Comedy|Drama,Thank You for Smoking ,191998,25092,cigarette smoking|lobbyist|political satire|reporter|tobacco industry,http://www.imdb.com/title/tt0427944/?ref_=fn_tt_tt_1,323,2005,7.6
Horror,Hostel: Part II ,69989,4707,american|hostel|slovakia|torture|train,http://www.imdb.com/title/tt0498353/?ref_=fn_tt_tt_1,384,2007,5.4
Drama,An Education ,112138,4198,1960s|age difference|france|loss of virginity|oxford,http://www.imdb.com/title/tt1174732/?ref_=fn_tt_tt_1,237,2009,7.3
Drama|Romance,Shopgirl ,21225,1871,artist|depression|gloves|photography|slacker,http://www.imdb.com/title/tt0338427/?ref_=fn_tt_tt_1,268,2005,6.4
Comedy|Drama|Romance,The Hotel New Hampshire ,6595,2024,football|hotel|teenage girl|terrorist|wien,http://www.imdb.com/title/tt0087428/?ref_=fn_tt_tt_1,61,1984,6
Crime|Drama|Mystery|Thriller,Narc ,34098,1442,blood splatter|cover up|murder|police shootout|undercover,http://www.imdb.com/title/tt0272207/?ref_=fn_tt_tt_1,214,2002,7.2
Comedy|Drama|Romance|Sport,Men with Brooms ,3709,1834,championship|coach|curling|marriage|rural setting,http://www.imdb.com/title/tt0263734/?ref_=fn_tt_tt_1,83,2002,6
Comedy|Crime,Witless Protection ,5463,4091,fbi|polo|possum|sheriff|shotgun,http://www.imdb.com/title/tt1001562/?ref_=fn_tt_tt_1,20,2008,3.1
Drama|Romance,The Work and the Glory ,833,1233,1830s|baptism|intolerance|mormon church|sibling rivalry,http://www.imdb.com/title/tt0410454/?ref_=fn_tt_tt_1,33,2004,6.9
Comedy|Crime|Romance,Extract ,37530,41867,freak accident|gigolo|hit in the crotch|nosy neighbor|on the job injury,http://www.imdb.com/title/tt1225822/?ref_=fn_tt_tt_1,106,2009,6.2
Comedy|Drama|Music,Masked and Anonymous ,3972,15396,concert|jail|journalist|revolution|singer,http://www.imdb.com/title/tt0319829/?ref_=fn_tt_tt_1,95,2003,5.5
Comedy|Crime|Drama|Romance|Thriller,Alias Betty ,1439,262,child|criminal|death|depression|novelist,http://www.imdb.com/title/tt0269329/?ref_=fn_tt_tt_1,26,2001,6.9
Drama|Romance|Sci-Fi|Thriller,Code 46 ,18109,1176,genetics|i.d.|love|sphinx|totalitarian,http://www.imdb.com/title/tt0345061/?ref_=fn_tt_tt_1,150,2003,6.3
Comedy,Outside Bet ,243,7206,,http://www.imdb.com/title/tt1772422/?ref_=fn_tt_tt_1,3,2012,4.8
Crime|Drama|Thriller,Crash ,361169,5732,race relations|racism|racist|social problem|stereotype,http://www.imdb.com/title/tt0375679/?ref_=fn_tt_tt_1,1624,2004,7.9
Drama,Albert Nobbs ,19616,4370,19th century|hotel|painter|waiter|woman pretending to be a man,http://www.imdb.com/title/tt1602098/?ref_=fn_tt_tt_1,98,2011,6.7
Action|Crime|Drama|Thriller,Black November ,385,409,color in title|number in title|two word title,http://www.imdb.com/title/tt2147225/?ref_=fn_tt_tt_1,4,2012,5.6
Comedy|Family|Romance,Ta Ra Rum Pum ,2909,902,comeback|family relationships|marriage|new york|racer,http://www.imdb.com/title/tt0833553/?ref_=fn_tt_tt_1,37,2007,5.4
Animation|Biography|Drama|War,Persepolis ,70194,1754,dream|girl|iran|islamic revolution|revolution,http://www.imdb.com/title/tt0808417/?ref_=fn_tt_tt_1,158,2007,8
Adventure|Fantasy|Thriller,The Hole ,19157,4099,basement|family relationships|hole|no opening credits|slow motion scene,http://www.imdb.com/title/tt1085779/?ref_=fn_tt_tt_1,69,2009,5.7
Drama|Thriller,The Wave ,80639,635,autocracy|based on real events|dictatorship|germany|teacher,http://www.imdb.com/title/tt1063669/?ref_=fn_tt_tt_1,96,2008,7.6
Horror|Thriller,The Neon Demon ,9866,19879,beauty|cannibalism|fashion|lesbian|model,http://www.imdb.com/title/tt1974419/?ref_=fn_tt_tt_1,73,2016,7
Action|Crime|Drama|Thriller,Harry Brown ,74435,2486,bayonet|death|police|self defense|widower,http://www.imdb.com/title/tt1289406/?ref_=fn_tt_tt_1,224,2009,7.2
Action|Adventure|Romance,Spider-Man 3 ,383071,46055,sandman|spider man|symbiote|venom|villain,http://www.imdb.com/title/tt0413300/?ref_=fn_tt_tt_1,1902,2007,6.2
Action|Adventure|Fantasy|Sci-Fi|Thriller,The Omega Code ,4682,2428,code|evil|false accusation|megalomaniac|torah,http://www.imdb.com/title/tt0203408/?ref_=fn_tt_tt_1,206,1999,3.5
Comedy|Drama|Romance,Juno ,414335,28817,adoption|baby|friend|pregnancy|school,http://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,881,2007,7.5
Action|Thriller,Pound of Flesh ,4099,835,fighting|hand to hand combat|jujitsu|kickboxing|organ,http://www.imdb.com/title/tt3488328/?ref_=fn_tt_tt_1,29,2015,5.1
Action|Adventure|Thriller,Diamonds Are Forever ,74249,1105,cat|diamond|ford mustang|james bond 007|yanked off bikini top,http://www.imdb.com/title/tt0066995/?ref_=fn_tt_tt_1,276,1971,6.7
Crime|Drama,The Godfather ,1155770,28122,crime family|mafia|organized crime|patriarch|rise to power,http://www.imdb.com/title/tt0068646/?ref_=fn_tt_tt_1,2238,1972,9.2
Drama|Music|Romance,Flashdance ,35172,791,ballet school|dance|dancer|overalls|steel worker,http://www.imdb.com/title/tt0085549/?ref_=fn_tt_tt_1,128,1983,6.1
Comedy|Drama|Romance,500 Days of Summer ,376600,54075,friend|greeting card|office|summer|true love,http://www.imdb.com/title/tt1022603/?ref_=fn_tt_tt_1,494,2009,7.7
Drama|Music|Romance,The Piano ,63931,1051,adultery|daughter|male rear nudity|new zealand|piano,http://www.imdb.com/title/tt0107822/?ref_=fn_tt_tt_1,241,1993,7.6
Comedy|Drama,Magic Mike ,108843,46646,bank|male nudity|male objectification|male stripper|stripper,http://www.imdb.com/title/tt1915581/?ref_=fn_tt_tt_1,281,2012,6.1
Horror|Mystery|Thriller,Darkness Falls ,25870,2212,boy|darkness|light|tooth|tooth fairy,http://www.imdb.com/title/tt0282209/?ref_=fn_tt_tt_1,369,2003,4.9
Action|Adventure|Thriller,Live and Let Die ,74957,1865,british|cards|heroin|murder|tarot card,http://www.imdb.com/title/tt0070328/?ref_=fn_tt_tt_1,251,1973,6.8
Drama|Family|Sport,My Dog Skip ,16651,2515,1940s|dog|mississippi|puppy|veteran,http://www.imdb.com/title/tt0156812/?ref_=fn_tt_tt_1,149,2000,7
Comedy|Drama|Romance,"Definitely, Maybe ",127760,16289,college|daughter|girl|sex|wisconsin,http://www.imdb.com/title/tt0832266/?ref_=fn_tt_tt_1,168,2008,7.2
Comedy|Drama,Jumping the Broom ,7973,5959,martha's vineyard|mother|older woman younger man relationship|wedding|weekend,http://www.imdb.com/title/tt1640484/?ref_=fn_tt_tt_1,59,2011,5.7
Drama|Romance,The Great Gatsby ,362933,29769,ingratitude|mansion|party|title appears in writing|tragedy,http://www.imdb.com/title/tt1343092/?ref_=fn_tt_tt_1,753,2013,7.3
Biography|Drama|History,"Good Night, and Good Luck. ",84070,22745,cbs|expose|fear|paranoia|reporter,http://www.imdb.com/title/tt0433383/?ref_=fn_tt_tt_1,526,2005,7.5
Biography|Crime|Drama,Capote ,100571,22140,book|holcomb kansas|kansas|killer|truman capote,http://www.imdb.com/title/tt0379725/?ref_=fn_tt_tt_1,416,2005,7.4
Action|Crime|Thriller,Desperado ,138707,33758,crushed by a car|female frontal nudity|female nudity|female rear nudity|one against many,http://www.imdb.com/title/tt0112851/?ref_=fn_tt_tt_1,202,1995,7.2
Drama|Romance|Western,The Claim ,5254,17104,gold|gold mine|miner|railroad|surveyor,http://www.imdb.com/title/tt0218378/?ref_=fn_tt_tt_1,92,2000,6.5
Crime|Drama|Thriller,Fargo             ,170055,19949,anthology|death|insurance salesman|minnesota|police officer,http://www.imdb.com/title/tt2802850/?ref_=fn_tt_tt_1,173,,9
Action|Adventure|Sci-Fi,Logan's Run ,39847,2951,cat|computer|cult film|runner|sanctuary,http://www.imdb.com/title/tt0074812/?ref_=fn_tt_tt_1,242,1976,6.8
Action|Adventure|Thriller,The Man with the Golden Gun ,73950,17611,assassin|bikini|girl in a bikini|mission|secret agent,http://www.imdb.com/title/tt0071807/?ref_=fn_tt_tt_1,258,1974,6.8
Action|Comedy|Crime|Thriller,Action Jackson ,7569,5282,murder|power|psychotronic|tough cop|union,http://www.imdb.com/title/tt0094612/?ref_=fn_tt_tt_1,65,1988,5.2
Adventure|Horror|Thriller,The Descent ,154938,1379,cave|expedition|friendship between women|group of friends|survival horror,http://www.imdb.com/title/tt0435625/?ref_=fn_tt_tt_1,1100,2005,7.2
Documentary|Sport,Michael Jordan to the Max ,1723,13448,basketball|basketball player|character name in title|chicago bulls|imax,http://www.imdb.com/title/tt0245280/?ref_=fn_tt_tt_1,13,2000,7.5
Horror|Mystery,Devil's Due ,13913,2517,eiffel tower at night|honeymoon|implied insemination|party|taxi driver,http://www.imdb.com/title/tt2752758/?ref_=fn_tt_tt_1,120,2014,4
Comedy,Flirting with Disaster ,15088,2240,adoption|armpit fetish|mistaken identity|new mexico|overalls,http://www.imdb.com/title/tt0116324/?ref_=fn_tt_tt_1,105,1996,6.8
Crime|Horror,The Devil's Rejects ,76267,3544,escape|police|road trip|sheriff|texas,http://www.imdb.com/title/tt0395584/?ref_=fn_tt_tt_1,687,2005,6.9
Action|Drama|Fantasy|Romance,Buffy the Vampire Slayer             ,101902,7970,action heroine|coming of age|destiny|double life|vampire,http://www.imdb.com/title/tt0118276/?ref_=fn_tt_tt_1,665,,8.2
Comedy|Crime|Drama,Dope ,56605,1342,african american|geek|hip hop|party|tomboy,http://www.imdb.com/title/tt3850214/?ref_=fn_tt_tt_1,89,2015,7.3
Crime|Drama|Thriller,In Too Deep ,4598,4837,cunnilingus|oral sex|police|sex scene|undercover,http://www.imdb.com/title/tt0160401/?ref_=fn_tt_tt_1,29,1999,6.1
Action|Adventure|Thriller,Skyfall ,522048,2039,brawl|childhood home|computer cracker|intelligence agency|terrorist cell,http://www.imdb.com/title/tt1074638/?ref_=fn_tt_tt_1,1498,2012,7.8
Horror,House of 1000 Corpses ,60709,2444,actor playing multiple roles|axe|dark comedy|masked man|sadism,http://www.imdb.com/title/tt0251736/?ref_=fn_tt_tt_1,922,2003,6
Horror,Alien Zone ,440,345,affair|child murderer|mortician|strangulation|supernatural power,http://www.imdb.com/title/tt0072626/?ref_=fn_tt_tt_1,21,1978,4.1
Comedy|Drama,A Serious Man ,102125,1120,bar mitzvah|jewish|marital breakup|nose job|rabbi,http://www.imdb.com/title/tt1019452/?ref_=fn_tt_tt_1,324,2009,7
Drama|Mystery,Get Low ,19147,19330,funeral|funeral home|hermit|party|secret,http://www.imdb.com/title/tt1194263/?ref_=fn_tt_tt_1,97,2009,7.1
Action|Fantasy|Horror|Thriller,Warlock ,11668,1990,17th century|book|death|warlock|witch hunter,http://www.imdb.com/title/tt0098622/?ref_=fn_tt_tt_1,79,1989,6.2
Drama|Music,Beyond the Lights ,11191,3110,domestic abuse|public humiliation|sex symbol|singer|suicide attempt,http://www.imdb.com/title/tt3125324/?ref_=fn_tt_tt_1,37,2014,6.9
Drama|Romance,A Single Man ,83182,14816,car accident|male full back nudity|practicing a suicide|public nudity|suicide contemplation,http://www.imdb.com/title/tt1315981/?ref_=fn_tt_tt_1,247,2009,7.6
Drama,The Last Temptation of Christ ,39680,1934,carpenter|exorcism|faith|reference to jesus christ|temptation,http://www.imdb.com/title/tt0095497/?ref_=fn_tt_tt_1,308,1988,7.6
Comedy|Drama|Romance,Outside Providence ,7736,2018,class|cornwall connecticut|dog|friend|pawtucket rhode island,http://www.imdb.com/title/tt0125971/?ref_=fn_tt_tt_1,100,1999,6.4
Comedy|Drama|Musical|Romance,Bride & Prejudice ,17436,2321,bollywood|india|jane austen|london england|travel,http://www.imdb.com/title/tt0361411/?ref_=fn_tt_tt_1,276,2004,6.2
Adventure|Biography|Drama|History,Rabbit-Proof Fence ,23486,312,aborigine|based on true story|colonialism|fence|half caste,http://www.imdb.com/title/tt0252444/?ref_=fn_tt_tt_1,249,2002,7.5
Comedy|Sport,Who's Your Caddy? ,13815,3128,2000s|golf caddy|golf course|golfer|question mark in title,http://www.imdb.com/title/tt0785077/?ref_=fn_tt_tt_1,46,2007,2
Action|Crime|Horror|Sci-Fi|Thriller,Split Second ,8391,493,appearing from water|breasts|creature|partner|water,http://www.imdb.com/title/tt0105459/?ref_=fn_tt_tt_1,75,1992,6.2
Action|Crime|Drama|Thriller,Nikita             ,42402,2352,assassin|death|female protagonist|rogue|training,http://www.imdb.com/title/tt1592154/?ref_=fn_tt_tt_1,83,,7.7
Adventure|Biography|Drama,The Other Side of Heaven ,3203,11116,1950s|idaho|love|missionary|mormon,http://www.imdb.com/title/tt0250371/?ref_=fn_tt_tt_1,85,2001,6.5
Action|Drama|Mystery|Sci-Fi,Dark Angel             ,25329,12051,cat burglar|female lead|future|mixed martial arts|post apocalypse,http://www.imdb.com/title/tt0204993/?ref_=fn_tt_tt_1,160,,7.4
Drama|Musical|Romance,Veer-Zaara ,34449,9984,fair|pakistan|prison|rescue|stranded,http://www.imdb.com/title/tt0420332/?ref_=fn_tt_tt_1,119,2004,7.9
Drama|Sport,Redbelt ,18561,2158,bar|debt|fight|instructor|jujitsu,http://www.imdb.com/title/tt1012804/?ref_=fn_tt_tt_1,119,2008,6.8
Comedy|Drama|Romance,Cyrus ,29967,1136,21 year old|forename as title|musician|party|rearview mirror,http://www.imdb.com/title/tt1336617/?ref_=fn_tt_tt_1,126,2010,6.3
Drama|Family,A Dog of Flanders ,781,1906,artist|box office flop|dog|drawing|flanders,http://www.imdb.com/title/tt0160216/?ref_=fn_tt_tt_1,20,1999,6.3
Biography|Crime|Drama,Auto Focus ,11387,2684,friendship|photography|radio|sex addict|video,http://www.imdb.com/title/tt0298744/?ref_=fn_tt_tt_1,147,2002,6.6
Biography|Drama,Factory Girl ,18355,6526,andy warhol|female nudity|public nudity|singer|socialite,http://www.imdb.com/title/tt0432402/?ref_=fn_tt_tt_1,106,2006,6.4
Drama|Thriller,We Need to Talk About Kevin ,95529,3547,archery|defiance|mental illness|psychopath|toilet training,http://www.imdb.com/title/tt1242460/?ref_=fn_tt_tt_1,301,2011,7.5
Drama|Family,The Christmas Candle ,844,2909,angel|candle|christmas|miracle|village,http://www.imdb.com/title/tt2739338/?ref_=fn_tt_tt_1,34,2013,5.8
Drama|Sport,The Mighty Macs ,1119,2589,basketball|catholic|coach|college|nun,http://www.imdb.com/title/tt1034324/?ref_=fn_tt_tt_1,12,2009,6.5
Comedy|Drama|Family,Losin' It ,3114,11059,apostrophe in title|bare breasts|friendship between men|teen sex comedy|two word title,http://www.imdb.com/title/tt0085868/?ref_=fn_tt_tt_1,16,1983,4.8
Drama|Romance,Mother and Child ,9727,8876,adoption|baby|girl|lawyer|sex,http://www.imdb.com/title/tt1121977/?ref_=fn_tt_tt_1,65,2009,7.2
Adventure|Drama|Romance|War,March or Die ,2215,2209,arab|bare chested male|foreign legion|french foreign legion|morocco,http://www.imdb.com/title/tt0076175/?ref_=fn_tt_tt_1,26,1977,6.3
Comedy|Fantasy|Sci-Fi,Les visiteurs ,24438,215,distant past|future time travel|nobleman|squire|trapped in the past,http://www.imdb.com/title/tt0108500/?ref_=fn_tt_tt_1,78,1993,7
Comedy|Drama,Somewhere ,35848,684,actor|boredom|luxury hotel|party|trip,http://www.imdb.com/title/tt1421051/?ref_=fn_tt_tt_1,198,2010,6.3
Comedy,I Hope They Serve Beer in Hell ,7412,1417,bachelor party|bare butt|loud sex|sex standing up|topless female nudity,http://www.imdb.com/title/tt1220628/?ref_=fn_tt_tt_1,72,2009,5.3
Comedy,Chairman of the Board ,5143,5213,box office flop|company|invention|roommate|surfer,http://www.imdb.com/title/tt0118836/?ref_=fn_tt_tt_1,62,1998,2.3
Drama,Hesher ,43965,44969,bully|car|car accident|fire|vomiting,http://www.imdb.com/title/tt1403177/?ref_=fn_tt_tt_1,99,2010,7.1
Comedy|Crime|Drama,Dom Hemingway ,21243,1105,male frontal nudity|male nudity|male rear nudity|nudity|sex scene,http://www.imdb.com/title/tt2402105/?ref_=fn_tt_tt_1,66,2013,6.2
Adventure|Drama|Mystery,Gerry ,15104,13000,desert|friend|friendship|minimal dialogue|water,http://www.imdb.com/title/tt0302674/?ref_=fn_tt_tt_1,290,2002,6.2
Drama|Romance,The Heart of Me ,1966,1251,1930s|car accident|hospital|marital rape|painter,http://www.imdb.com/title/tt0301390/?ref_=fn_tt_tt_1,25,2002,6.7
Biography|Drama|Romance,Freeheld ,5863,9660,cancer|gay bar|lesbian kiss|partner|public hearing,http://www.imdb.com/title/tt1658801/?ref_=fn_tt_tt_1,25,2015,6.5
Comedy,The Extra Man ,4124,2029,co worker|escort|magazine|teacher|writer,http://www.imdb.com/title/tt1361313/?ref_=fn_tt_tt_1,29,2010,5.9
Drama|Sci-Fi,Hard to Be a God ,2518,8,fictional war|hanging|male full frontal nudity|medieval times|nudity,http://www.imdb.com/title/tt2328813/?ref_=fn_tt_tt_1,28,2013,6.7
Comedy|Crime|Thriller,Ca$h ,7663,27756,cash|financial problem|heist|land rover|mortgage,http://www.imdb.com/title/tt1106860/?ref_=fn_tt_tt_1,38,2010,6
Drama,Wah-Wah ,2670,2544,alcoholic|alcoholic father|stepmother|swaziland|unfaithful wife,http://www.imdb.com/title/tt0419256/?ref_=fn_tt_tt_1,50,2005,6.9
Action|Crime|Thriller,The Boondock Saints ,197845,12680,fbi|fbi agent|friend|irish|mafia,http://www.imdb.com/title/tt0144117/?ref_=fn_tt_tt_1,876,1999,7.9
Action|Crime,Z Storm ,383,198,,http://www.imdb.com/title/tt3469440/?ref_=fn_tt_tt_1,1,2014,5.3
Comedy|Fantasy|Horror|Mystery,Twixt ,8589,3150,ghost|hotel|murder|stake|what happened to epilogue,http://www.imdb.com/title/tt1756851/?ref_=fn_tt_tt_1,70,2011,4.8
Adventure|Animation|Family,Snow Queen ,1159,218,3d,http://www.imdb.com/title/tt2243621/?ref_=fn_tt_tt_1,9,2012,5.3
Action|Adventure|Animation|Comedy|Drama|Family|Fantasy|Thriller,Alpha and Omega 4: The Legend of the Saw Toothed Cave ,192,236,blindness|cave|spirit|wolf|wolf cub,http://www.imdb.com/title/tt4061848/?ref_=fn_tt_tt_1,6,2014,6
Western,Pale Rider ,39451,17209,gold|miner|preacher|prospector|sheriff,http://www.imdb.com/title/tt0089767/?ref_=fn_tt_tt_1,138,1985,7.3
Action|Adventure|Drama|Fantasy|Sci-Fi,Stargate: The Ark of Truth ,15862,4334,2000s|evil god|space opera|stargate|wormhole,http://www.imdb.com/title/tt0942903/?ref_=fn_tt_tt_1,42,2008,7.4
Comedy,Dazed and Confused ,120036,18643,football|hazing|high school|last day of school|pledge,http://www.imdb.com/title/tt0106677/?ref_=fn_tt_tt_1,408,1993,7.7
Comedy|Drama|Family|Music|Musical|Romance,High School Musical 2 ,39786,3009,2000s|basketball|country club|lifeguard|talent show,http://www.imdb.com/title/tt0810900/?ref_=fn_tt_tt_1,162,2007,4.8
Drama|Romance,Two Lovers and a Bear ,33,414,,http://www.imdb.com/title/tt4412528/?ref_=fn_tt_tt_1,6,2016,7.2
Crime|Drama|Thriller,Criminal Activities ,5255,17377,african american gangster|falling to death|in over one's head|murder|surveillance,http://www.imdb.com/title/tt3687310/?ref_=fn_tt_tt_1,38,2015,5.8
Biography|Drama|Romance|War,Aimee & Jaguar ,5153,333,lesbian mother|lesbian parent|lesbian relationship|lesbian romance|lesbianism,http://www.imdb.com/title/tt0130444/?ref_=fn_tt_tt_1,51,1999,7.3
Comedy|Drama,The Chumscrubber ,16299,2119,chumscrubber|death|friend|pills|school,http://www.imdb.com/title/tt0406650/?ref_=fn_tt_tt_1,129,2005,7
Crime|Thriller,Shade ,10771,490,bar|strip club|stripper|texas hold 'em|thong,http://www.imdb.com/title/tt0323939/?ref_=fn_tt_tt_1,65,2003,6.4
Drama|Horror|Thriller,House at the End of the Street ,58366,35717,brother sister relationship|death of sister|female protagonist|mother daughter relationship|murder,http://www.imdb.com/title/tt1582507/?ref_=fn_tt_tt_1,160,2012,5.6
Drama|Mystery|War,Incendies ,80429,343,brother sister relationship|family relationships|middle east|mother son relationship|twin brother and sister,http://www.imdb.com/title/tt1255953/?ref_=fn_tt_tt_1,156,2010,8.2
Comedy|Drama|Romance,"Remember Me, My Love ",3548,132,box office hit|dancer|sex scene|television|underage sex,http://www.imdb.com/title/tt0323807/?ref_=fn_tt_tt_1,21,2003,6.5
Action|Comedy|Crime|Drama|Romance|Thriller,Perrier's Bounty ,5133,2728,burglary|estranged father|money|neighbor|thug,http://www.imdb.com/title/tt1003034/?ref_=fn_tt_tt_1,31,2009,6.4
Action|Crime|Drama|Thriller,Elite Squad ,81644,666,brazil|military police|police|rio de janeiro brazil|slum,http://www.imdb.com/title/tt0861739/?ref_=fn_tt_tt_1,107,2007,8.1
Horror|Mystery,Annabelle ,81699,2323,horror movie prequel|murder|paranormal activity|self sacrifice|suicide,http://www.imdb.com/title/tt3322940/?ref_=fn_tt_tt_1,291,2014,5.4
Comedy|Drama|Musical,Bran Nue Dae ,1388,225,australia|journey|love|priest|traveling,http://www.imdb.com/title/tt1148165/?ref_=fn_tt_tt_1,31,2009,6.3
Crime|Drama,Boyz n the Hood ,94139,106,drugs|escape|football|friend|violence,http://www.imdb.com/title/tt0101507/?ref_=fn_tt_tt_1,183,1991,7.8
Biography|Drama|Music,La Bamba ,21409,936,crash|hispanic|interracial relationship|interracial romance|racism,http://www.imdb.com/title/tt0093378/?ref_=fn_tt_tt_1,63,1987,6.8
Comedy|Drama,The Four Seasons ,3157,1285,directed by star|friendship|reference to isaac newton|skinny dipping|written and directed by cast member,http://www.imdb.com/title/tt0082405/?ref_=fn_tt_tt_1,33,1981,7.2
Mystery|Romance|Thriller,Dressed to Kill ,23986,2442,apartment|elevator|murder|psychiatrist|sunglasses,http://www.imdb.com/title/tt0080661/?ref_=fn_tt_tt_1,201,1980,7.1
Adventure|Comedy|Drama|Family,The Adventures of Huck Finn ,6384,4840,boy|lesson|mississippi river|river|slave,http://www.imdb.com/title/tt0106223/?ref_=fn_tt_tt_1,54,1993,6.2
Comedy|Crime,Go ,59474,2475,drug deal|drugs|sex|sex on stairs|strip club,http://www.imdb.com/title/tt0139239/?ref_=fn_tt_tt_1,418,1999,7.3
Comedy|Drama|Romance,Friends with Money ,19715,1140,friend|friendship|marital problem|money problems|nervous breakdown,http://www.imdb.com/title/tt0436331/?ref_=fn_tt_tt_1,166,2006,5.9
Sci-Fi|Thriller,The Andromeda Strain ,25857,394,alien|baby|new mexico|satellite|scientist,http://www.imdb.com/title/tt0066769/?ref_=fn_tt_tt_1,171,1971,7.2
Horror|Sci-Fi|Thriller,Bats ,8294,1405,animal attack|bat|creature feature|experiment|mad scientist,http://www.imdb.com/title/tt0200469/?ref_=fn_tt_tt_1,160,1999,3.6
Biography|Drama,Nowhere in Africa ,10672,105,breasts|farm|jew|kenya|tween girl,http://www.imdb.com/title/tt0161860/?ref_=fn_tt_tt_1,84,2001,7.7
